trajectory,successful_hours,solve_time_s,daily_cost,daily_loss_MWh,solar_curt_MWh,wind_curt_MWh,max_solar_curt_MW,max_wind_curt_MW,curtailed_hours
257,24,9.5302475,1094850.5840589,1286.68806332851,0,0,0,0,0
258,24,9.8687063,1111569.98671446,1305.77573501563,0,0,0,0,0
259,24,9.7021716,1068575.63287184,1261.09616105636,0,0,0,0,0
260,24,9.6537112,1108237.44751937,1305.54900849124,0,0,0,0,0
261,24,8.3539256,1094313.03156159,1281.06522590271,0,0,0,0,0
262,24,7.9932565,1098445.29519166,1291.8142887735,0,0,0,0,0
263,24,7.9629196,1095000.29604402,1290.88656175685,0,0,0,0,0
264,24,7.8918903,1068539.17669849,1277.46110204129,0,0,0,0,0
265,24,8.0439737,1077355.76611213,1262.46864732008,0,0,0,0,0
266,24,7.9857599,1109644.05892596,1294.92211658253,0,0,0,0,0
267,24,7.9554797,1062071.34865459,1271.67064472093,0,0,0,0,0
268,24,8.0295527,1097689.36776301,1293.72873778093,0,0,0,0,0
269,24,7.9499462,988184.907235429,1242.75216747111,0,0,0,0,0
270,24,8.0271422,991856.914858612,1272.25376274865,0,0,0,0,0
271,24,8.2127215,1100216.10922332,1284.48462694235,0,0,0,0,0
272,24,7.9756512,1130978.71131463,1320.81616248921,0,0,0,0,0
273,24,8.0053791,1045716.46823333,1266.18653010048,0,0,0,0,0
274,24,8.0066598,1103392.29934401,1292.76062776696,0,0,0,0,0
275,24,8.0010842,1087549.49075298,1273.2321606198,0,0,0,0,0
276,24,7.9159785,1018406.02035601,1253.5053604135,0,0,0,0,0
277,24,7.9738205,1099775.31449863,1293.40105731435,0,0,0,0,0
278,24,8.1721037,970478.527925816,1344.17469270859,0,0,0,0,0
279,24,8.0260739,1055450.65681473,1266.70631837923,0,0,0,0,0
280,24,7.9786908,1121508.10470256,1327.51156903742,0,0,0,0,0
281,24,8.0725169,1053064.74868044,1263.07633674795,0,0,0,0,0
282,24,8.3010753,1036794.21193763,1244.31397859694,0,0,0,0,0
283,24,7.8198476,998352.504641444,1264.70687072754,0,0,0,0,0
284,24,8.3435665,1111412.19968733,1315.22779748498,0,0,0,0,0
285,24,8.3975939,1102316.924209,1302.29647125866,0,0,0,0,0
286,24,8.2857944,998358.894690953,1234.98692455389,0,0,0,0,0
287,24,7.940669,1106139.48435426,1275.56281331042,0,0,0,0,0
288,24,8.0440171,1022009.06811892,1250.51631730471,0,0,0,0,0
289,24,7.9063224,1028416.11528307,1257.89116919101,0,0,0,0,0
290,24,8.0683737,1074876.0009495,1267.64640595834,0,0,0,0,0
291,24,7.9947358,987281.477135262,1309.28671681722,0,0,0,0,0
292,24,8.044232,1094862.59508008,1284.87959225859,0,0,0,0,0
293,24,7.8026261,1119236.21244977,1313.48753910422,0,0,0,0,0
294,24,7.9723895,1079629.42774866,1273.79832846396,0,0,0,0,0
295,24,8.0207355,1098773.25740093,1313.58126448777,0,0,0,0,0
296,24,7.9699538,1036095.10949499,1285.39958809495,0,0,0,0,0
297,24,7.9541407,1053280.68495261,1259.46373246884,0,0,0,0,0
298,24,7.875206,1092526.99182408,1292.75406631659,0,0,0,0,0
299,24,7.9699977,1124706.01007364,1313.98191333023,0,0,0,0,0
300,24,7.9372197,933604.360918773,1262.23182070174,0,0,0,0,0
301,24,8.2138392,1115737.56815021,1305.69335986761,0,0,0,0,0
302,24,8.2494452,1054499.12006548,1275.5676318458,0,0,0,0,0
303,24,7.9614349,916986.342299102,1329.53067883844,0,0,0,0,0
304,24,7.9160773,1104653.90251613,1293.68732749762,0,0,0,0,0
305,24,8.2129551,1075715.26692787,1268.97419891357,0,0,0,0,0
306,24,7.947879,1094640.3879305,1311.62897383132,0,0,0,0,0
307,24,8.1533967,1095926.68015044,1283.90562846815,0,0,0,0,0
308,24,8.1024804,1104160.63463616,1308.52998951422,0,0,0,0,0
309,24,8.2459012,1073160.54116176,1263.67712579904,0,0,0,0,0
310,24,8.1699767,1097013.07250813,1280.85664511304,0,0,0,0,0
311,24,8.1041046,1056571.51779773,1252.98562830722,0,0,0,0,0
312,24,8.2952603,1078001.54817954,1276.53165352757,0,0,0,0,0
313,24,7.9392326,1085564.70948235,1288.11185957495,0,0,0,0,0
314,24,8.1088117,1093637.33882876,1290.08287702484,0,0,0,0,0
315,24,8.1507949,1094585.4430632,1303.32112217281,0,0,0,0,0
316,24,8.0875959,1081349.34204697,1290.04038382868,0,0,0,0,0
317,24,7.9718452,1109865.06699927,1297.80131542039,0,0,0,0,0
318,24,8.0142616,1078569.23626933,1265.73363087966,0,0,0,0,0
319,24,8.0238448,1118326.91831163,1308.34732526739,0,0,0,0,0
320,24,7.894,1107642.27248049,1308.29105792926,0,0,0,0,0
321,24,8.6021431,1091745.9437597,1315.30106810125,0,0,0,0,0
322,24,9.3698497,1097883.58150024,1301.25111300669,0,0,0,0,0
323,24,9.4635034,1105739.36288626,1297.4989307799,0,0,0,0,0
324,24,10.3219906,1099839.35773157,1294.6282202278,0,0,0,0,0
325,24,9.7034409,1105968.70920374,1309.78601160101,0,0,0,0,0
326,24,9.1216411,1084470.98809448,1302.02752059234,0,0,0,0,0
327,24,9.273806,1109419.01876713,1309.00983676578,0,0,0,0,0
328,24,9.283488,1026509.14487843,1243.57827443666,0,0,0,0,0
329,24,8.3454626,1112700.94562937,1305.32080949104,0,0,0,0,0
330,24,8.3046614,1042891.04081748,1233.71816767725,0,0,0,0,0
331,24,8.1150931,1045553.32033942,1281.52525838842,0,0,0,0,0
332,24,8.956399,1110757.20903247,1306.4832039412,0,0,0,0,0
333,24,7.9726656,1066001.1243885,1260.23199689621,0,0,0,0,0
334,24,8.1047946,1022059.1047801,1235.30461761032,0,0,0,0,0
335,24,8.0096856,1095103.96795506,1297.17795680376,0,0,0,0,0
336,24,7.9263685,1088561.08465534,1287.42409929095,0,0,0,0,0
337,24,7.9444652,900275.313425436,1374.63000282514,0,0,0,0,0
338,24,7.8750834,1065995.52251056,1283.73388048165,0,0,0,0,0
339,24,8.1751607,1037287.31818607,1244.32479583322,0,0,0,0,0
340,24,8.0773514,1078193.19347943,1291.82438895213,0,0,0,0,0
341,24,8.0497139,1016582.76360319,1248.92628686519,0,0,0,0,0
342,24,7.9803988,1096638.96087756,1296.57345519404,0,0,0,0,0
343,24,8.1386655,1111130.26597885,1302.89125122102,0,0,0,0,0
344,24,8.0433416,1102168.54727507,1305.23265447685,0,0,0,0,0
345,24,7.8270925,1088456.85617069,1274.30923681261,0,0,0,0,0
346,24,7.9338931,1085881.45980397,1274.70221890496,0,0,0,0,0
347,24,7.9513678,997535.60648025,1325.2862861418,0,0,0,0,0
348,24,7.7756575,1093970.04710464,1293.01384128003,0,0,0,0,0
349,24,7.9319715,1102984.7694612,1295.34535283015,0,0,0,0,0
350,24,7.8767511,1080081.58222391,1284.29465021982,0,0,0,0,0
351,24,8.0258972,1061793.66151936,1270.23347227342,0,0,0,0,0
352,24,8.5204406,1020199.2990472,1239.34656722731,0,0,0,0,0
353,24,7.9312048,1081569.28374719,1272.39120378664,0,0,0,0,0
354,24,7.9445013,1050089.18774629,1267.73557788006,0,0,0,0,0
355,24,7.869813,1091962.63543193,1297.58944500132,0,0,0,0,0
356,24,7.8865869,1100108.06096236,1295.79124420316,0,0,0,0,0
357,24,8.3680841,1026142.13476404,1279.07330590663,0,0,0,0,0
358,24,7.9074596,1090878.39279967,1293.60499733142,0,0,0,0,0
359,24,8.0024967,1106258.07728491,1302.89367243413,0,0,0,0,0
360,24,8.019198,1082168.14086094,1281.28670849797,0,0,0,0,0
361,24,8.0150467,1098059.02585304,1296.5972350712,0,0,0,0,0
362,24,9.8566664,1089101.46418573,1299.68078011736,0,0,0,0,0
363,24,9.5396793,1082253.55767444,1288.13945035435,0,0,0,0,0
364,24,10.049426,1116156.83939236,1311.68302987766,0,0,0,0,0
365,24,8.6486718,1075894.83650906,1279.35701642909,0,0,0,0,0
366,24,8.04409,1006281.33416809,1276.23845275971,0,0,0,0,0
367,24,8.2635648,1129020.95028396,1315.97710149964,0,0,0,0,0
368,24,8.4126184,1017772.91007608,1303.91539410506,0,0,0,0,0
369,24,8.0371298,1076041.8713826,1260.79502468901,0,0,0,0,0
370,24,7.9943954,1066161.98228921,1297.53024375104,0,0,0,0,0
371,24,7.8023013,1076708.97655677,1275.94249506819,0,0,0,0,0
372,24,7.7671633,1078548.98968428,1279.91097267881,0,0,0,0,0
373,24,8.1161461,1087656.24167598,1270.45498132762,0,0,0,0,0
374,24,7.985163,1090855.86915124,1292.50981033982,0,0,0,0,0
375,24,8.1833745,1029224.79455942,1291.70024517742,0,0,0,0,0
376,24,8.0211446,1065029.14588985,1241.13010517475,0,0,0,0,0
377,24,8.0043964,1076864.02856045,1274.39240468804,0,0,0,0,0
378,24,8.2042456,1062729.84424563,1247.80186787433,0,0,0,0,0
379,24,7.8620216,1081810.48187814,1273.45248755556,0,0,0,0,0
380,24,8.0951363,1110011.36385766,1292.54020648023,0,0,0,0,0
381,24,11.0398633,1051997.50320187,1271.69698581607,0,0,0,0,0
