trajectory,successful_hours,solve_time_s,daily_cost,daily_loss_MWh,solar_curt_MWh,wind_curt_MWh,max_solar_curt_MW,max_wind_curt_MW,curtailed_hours
623,24,8.8907525,1130819.1596362,1306.00300666884,0,0,0,0,0
624,24,8.6581095,1125474.85155195,1296.83086900635,0,0,0,0,0
625,24,8.7558359,1131951.74264021,1310.17095466352,0,0,0,0,0
626,24,8.6215596,1116647.60718501,1281.96353707886,0,0,0,0,0
627,24,8.4781238,1133031.33987957,1297.27527180439,0,0,0,0,0
628,24,8.1951294,1136938.61130498,1313.50873191554,0,0,0,0,0
629,24,8.1844613,1107307.84097963,1282.49662196677,0,0,0,0,0
630,24,8.2530559,1142931.22507706,1316.84692208559,0,0,0,0,0
631,24,8.1667474,1136932.80407801,1315.87823085143,0,0,0,0,0
632,24,8.2737634,1111387.19098759,1279.83959387217,0,0,0,0,0
633,24,8.3801876,1074582.52502485,1259.84321186189,0,0,0,0,0
634,24,8.2000023,1032337.69371832,1266.11641341779,0,0,0,0,0
635,24,8.2104016,1135699.43170984,1310.27269679224,0,0,0,0,0
636,24,8.1255917,1046384.09463581,1273.25709096456,0,0,0,0,0
637,24,8.2428824,1111589.42210891,1286.42642951997,0,0,0,0,0
638,24,8.5163681,1136218.35991188,1319.18359232812,0,0,0,0,0
639,24,8.5073188,1140402.24226119,1320.41220235407,0,0,0,0,0
640,24,8.2532146,1112824.88665278,1288.12301345773,0,0,0,0,0
641,24,8.735157,1132979.60656725,1306.42356822002,0,0,0,0,0
642,24,8.4844282,1119513.5101903,1299.8665159328,0,0,0,0,0
643,24,8.6472454,1130942.12119742,1298.75359722417,0,0,0,0,0
644,24,8.795641,1127009.78373009,1308.4486451702,0,0,0,0,0
645,24,8.5410872,1140380.17391704,1315.42514932201,0,0,0,0,0
646,24,8.3124487,1137205.09345863,1323.22678315345,0,0,0,0,0
647,24,8.3928721,1122271.60683137,1289.23503968559,0,0,0,0,0
648,24,8.2601831,1087080.04264019,1273.21566561123,0,0,0,0,0
649,24,8.415679,1122118.52767133,1293.77515689751,0,0,0,0,0
650,24,8.692406,1111026.39554851,1297.44255279529,0,0,0,0,0
651,24,8.9256938,1086093.93757912,1271.56146661384,0,0,0,0,0
652,24,8.4160406,1114655.32306946,1299.75856465983,0,0,0,0,0
653,24,8.5484724,1117521.64308502,1279.34106431197,0,0,0,0,0
654,24,8.9884028,1105001.31561685,1308.11467705591,0,0,0,0,0
655,24,8.5914828,1146174.1051091,1319.51788340501,0,0,0,0,0
656,24,8.4918232,1139152.29805503,1316.38792037231,0,0,0,0,0
657,24,8.4899081,1131010.92763611,1315.21332125733,0,0,0,0,0
658,24,8.875511,1146392.35556576,1325.29071516705,0,0,0,0,0
659,24,8.6624223,1138552.42881004,1322.56757866666,0,0,0,0,0
660,24,8.7821594,1139017.35920449,1316.66065606892,0,0,0,0,0
661,24,8.70613,1126061.40401109,1301.94632261917,0,0,0,0,0
662,24,8.8569021,1139257.31781487,1313.96803053428,0,0,0,0,0
663,24,8.6846543,1137257.98659618,1313.13765728588,0,0,0,0,0
664,24,8.7029778,1064946.85868461,1251.72291791723,0,0,0,0,0
665,24,9.0423615,992767.74795179,1276.85164387492,0,0,0,0,0
666,24,8.6104951,1108948.88722728,1276.45611281622,0,0,0,0,0
667,24,8.6415074,1062845.60889635,1261.1323103377,0,0,0,0,0
668,24,8.6450973,1121443.15699831,1302.31399035436,0,0,0,0,0
669,24,8.6811235,1111434.56636562,1283.07068282548,0,0,0,0,0
670,24,8.5140859,1115342.93970615,1288.52096205344,0,0,0,0,0
671,24,8.5792558,1116222.78959145,1286.01733753353,0,0,0,0,0
672,24,8.6950151,1104192.06084146,1287.33711107075,0,0,0,0,0
673,24,8.6958044,1081854.5247399,1263.86448540386,0,0,0,0,0
674,24,8.7088221,1137702.76968789,1321.3175722127,0,0,0,0,0
675,24,8.7066733,1119854.49226274,1291.26180037233,0,0,0,0,0
676,24,8.5497011,1130911.64990444,1310.88360114283,0,0,0,0,0
677,24,9.4664833,1136708.50149996,1323.75934969127,0,0,0,0,0
678,24,12.2894304,1143876.87529175,1322.04942397221,0,0,0,0,0
679,24,11.8685074,1089196.7236546,1256.76853379397,0,0,0,0,0
680,24,11.1371738,1143091.74702732,1322.99962664997,0,0,0,0,0
681,24,11.1155858,1115570.52736348,1295.11819016647,0,0,0,0,0
682,24,10.8788732,1104882.40535612,1296.66386565403,0,0,0,0,0
683,24,10.6742892,1133699.61247408,1314.22677187347,0,0,0,0,0
684,24,10.6530693,1133267.82443975,1312.2399428106,0,0,0,0,0
685,24,11.0172402,1145577.43471441,1320.41232931165,0,0,0,0,0
686,24,10.8606132,1111685.6394556,1276.81178059729,0,0,0,0,0
687,24,10.7612482,1133281.7960696,1313.42778987245,0,0,0,0,0
688,24,10.966587,1142411.41923135,1321.7461794267,0,0,0,0,0
689,24,11.0104528,1116909.02330391,1304.99400735431,0,0,0,0,0
690,24,10.9874945,1131670.19395406,1299.84747652465,0,0,0,0,0
691,24,11.7221262,1102152.06578611,1287.26790757736,0,0,0,0,0
692,24,10.8215079,1094927.99429889,1276.04020086143,0,0,0,0,0
693,24,11.108742,1115205.07649392,1294.84861597751,0,0,0,0,0
694,24,10.9456071,1115316.83043685,1281.10217869646,0,0,0,0,0
