zone,Z1_NW,Z2_NE,Z3_CW,Z4_CI,Z5_SW,Z6_SE
Z1_NW,1.0,0.7901486100035504,0.8252824531448752,0.7934039828751072,0.7725973310744837,0.7417984314496567
Z2_NE,0.7901486100035505,1.0,0.7935014487085291,0.8407240253561246,0.775122485162023,0.7723807569081624
Z3_CW,0.8252824531448754,0.7935014487085292,1.0,0.8025517798850966,0.7716555101845021,0.7513469261234884
Z4_CI,0.7934039828751072,0.8407240253561246,0.8025517798850965,1.0,0.8424152441864874,0.8479507760601385
Z5_SW,0.7725973310744837,0.775122485162023,0.7716555101845021,0.8424152441864874,1.0,0.8776348455377475
Z6_SE,0.7417984314496568,0.7723807569081625,0.7513469261234884,0.8479507760601386,0.8776348455377476,1.0
